user_id,persona,subscription_type,subscription_status,completion_rate,workouts_per_week_min,workouts_per_week_max,duration_min,duration_max,heart_rate_min,heart_rate_max,current_streak_min,current_streak_max,longest_streak_min,longest_streak_max
100339,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100340,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100341,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100342,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100343,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100344,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100345,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100346,At Risk,Free,Cancelled,0.6,0,1,10,30,95,135,0,2,2,10
100347,At Risk,Free,Cancelled,0.6,0,1,10,30,95,135,0,2,2,10
100348,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100349,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100350,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100351,At Risk,Free,Cancelled,0.6,0,1,10,30,95,135,0,2,2,10
100352,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100353,At Risk,Free,Cancelled,0.6,0,1,10,30,95,135,0,2,2,10
100354,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100355,At Risk,Free,Cancelled,0.6,0,1,10,30,95,135,0,2,2,10
100356,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100357,At Risk,Free,Cancelled,0.6,0,1,10,30,95,135,0,2,2,10
100358,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100359,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100360,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100361,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100362,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100363,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100364,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100365,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100366,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100367,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100368,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100369,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100370,At Risk,Free,Cancelled,0.6,0,1,10,30,95,135,0,2,2,10
100371,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100372,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100373,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100374,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100375,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100376,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100377,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100378,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100379,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100380,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100381,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100382,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100383,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100384,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100385,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100386,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100387,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100388,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100389,At Risk,Free,Cancelled,0.6,0,1,10,30,95,135,0,2,2,10
100390,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100391,At Risk,Free,Cancelled,0.6,0,1,10,30,95,135,0,2,2,10
100392,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100393,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100394,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100395,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100396,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100397,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100398,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100399,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100400,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100401,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100402,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100403,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100404,At Risk,Free,Cancelled,0.6,0,1,10,30,95,135,0,2,2,10
100405,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100406,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100407,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100408,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100409,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100410,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100411,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100412,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100413,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100414,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100415,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100416,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100417,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100418,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100419,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100420,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100421,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100422,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100423,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100424,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100425,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100426,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100427,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100428,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100429,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100430,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100431,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100432,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100433,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100434,At Risk,Free,Cancelled,0.6,0,1,10,30,95,135,0,2,2,10
100435,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100436,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100437,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100438,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100439,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100440,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100441,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100442,At Risk,Free,Cancelled,0.6,0,1,10,30,95,135,0,2,2,10
100443,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100444,At Risk,Free,Cancelled,0.6,0,1,10,30,95,135,0,2,2,10
100445,At Risk,Free,Cancelled,0.6,0,1,10,30,95,135,0,2,2,10
100446,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100447,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100448,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100449,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100450,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100451,At Risk,Free,Cancelled,0.6,0,1,10,30,95,135,0,2,2,10
100452,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100453,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100454,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100455,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100456,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100457,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100458,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100459,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100460,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100461,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100462,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100463,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100464,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100465,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100466,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100467,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100468,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100469,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100470,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100471,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100472,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100473,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100474,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100475,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100476,At Risk,Free,Cancelled,0.6,0,1,10,30,95,135,0,2,2,10
100477,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100478,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100479,At Risk,Free,Cancelled,0.6,0,1,10,30,95,135,0,2,2,10
100480,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100481,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100482,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100483,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100484,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100485,At Risk,Free,Cancelled,0.6,0,1,10,30,95,135,0,2,2,10
100486,At Risk,Free,Cancelled,0.6,0,1,10,30,95,135,0,2,2,10
100487,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100488,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100489,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100490,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100491,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100492,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100493,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100494,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100495,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100496,Occasional User,Free,Active,0.82,1,3,20,45,110,150,1,8,5,30
100497,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100498,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
100499,Consistent Mover,Basic,Active,0.92,3,5,35,60,125,165,8,25,20,90
100500,Power Athlete,Premium,Active,0.98,5,7,45,90,135,175,20,80,40,180
