user_id,subscription_type,status,join_date,renewal_date,monthly_price,auto_renew,billing_cycle
100397,Basic,Active,2025-06-09,2025-12-26,9.99,True,Monthly
100398,Free,Cancelled,2025-11-03,2025-12-16,0.0,False,Monthly
100399,Free,Active,2024-09-29,2026-01-21,0.0,True,Monthly
100400,Basic,Active,2025-04-16,2026-01-26,9.99,True,Monthly
100401,Basic,Active,2025-11-29,2025-12-25,9.99,True,Monthly
100402,Basic,Active,2025-08-31,2026-02-25,9.99,True,Monthly
100403,Basic,Expired,2025-09-05,2025-10-01,9.99,False,Monthly
100404,Free,Cancelled,2024-12-09,2025-09-30,0.0,False,Monthly
100405,Free,Expired,2024-02-17,2025-09-30,0.0,False,Monthly
100406,Premium,Active,2025-04-03,2026-02-26,19.99,True,Monthly
100407,Premium,Active,2025-11-05,2026-02-26,19.99,True,Monthly
100408,Basic,Active,2025-07-05,2026-01-30,9.99,True,Monthly
100409,Free,Cancelled,2024-12-09,2025-07-17,0.0,False,Monthly
100410,Basic,Expired,2024-01-25,2025-12-03,9.99,False,Monthly
100411,Free,Expired,2025-01-11,2025-08-20,0.0,False,Monthly
100412,Free,Active,2025-05-20,2026-01-23,0.0,True,Monthly
100413,Free,Active,2024-10-20,2026-02-27,0.0,True,Monthly
100414,Basic,Active,2025-11-21,2026-01-25,9.99,True,Monthly
100415,Premium,Active,2025-07-11,2026-01-01,19.99,True,Monthly
100416,Premium,Active,2024-03-23,2026-01-31,19.99,True,Monthly
100417,Basic,Active,2025-06-05,2026-01-13,9.99,True,Monthly
100418,Basic,Active,2024-04-09,2026-02-07,9.99,True,Monthly
100419,Free,Expired,2025-09-15,2025-10-08,0.0,False,Monthly
100420,Premium,Active,2025-09-03,2026-01-25,19.99,True,Monthly
100421,Basic,Active,2025-08-07,2026-01-09,9.99,True,Monthly
100422,Free,Active,2024-02-04,2026-02-28,0.0,True,Monthly
100423,Premium,Active,2025-09-27,2026-01-04,19.99,True,Monthly
100424,Free,Expired,2025-08-09,2025-08-28,0.0,False,Monthly
100425,Basic,Active,2025-03-27,2026-01-12,9.99,True,Monthly
100426,Basic,Active,2024-10-04,2025-12-22,9.99,True,Monthly
100427,Free,Active,2025-08-22,2025-12-26,0.0,True,Monthly
100428,Premium,Active,2024-02-29,2026-01-24,19.99,True,Monthly
100429,Free,Active,2025-02-04,2026-01-06,0.0,True,Monthly
100430,Free,Active,2025-09-06,2026-01-16,0.0,True,Monthly
100431,Premium,Active,2025-06-28,2026-01-26,19.99,True,Monthly
100432,Basic,Active,2025-04-24,2026-01-28,9.99,True,Monthly
100433,Premium,Active,2025-07-28,2026-02-26,19.99,True,Monthly
100434,Free,Active,2025-07-14,2026-02-02,0.0,True,Monthly
100435,Basic,Active,2025-08-14,2026-01-27,9.99,True,Monthly
100436,Premium,Active,2025-01-17,2026-02-06,19.99,True,Monthly
100437,Basic,Active,2025-08-12,2026-02-26,9.99,True,Monthly
100438,Free,Cancelled,2025-11-14,2025-11-01,0.0,False,Monthly
100439,Basic,Expired,2025-04-01,2025-12-10,9.99,False,Monthly
100440,Free,Expired,2025-10-05,2025-08-13,0.0,False,Monthly
100441,Free,Active,2024-01-27,2026-01-15,0.0,True,Monthly
100442,Free,Cancelled,2025-05-19,2025-09-05,0.0,False,Monthly
100443,Free,Active,2024-05-02,2026-02-07,0.0,True,Monthly
100444,Free,Cancelled,2025-03-29,2025-09-20,0.0,False,Monthly
100445,Free,Active,2024-11-28,2026-02-06,0.0,True,Monthly
100446,Free,Cancelled,2024-07-18,2025-07-23,0.0,False,Monthly
100447,Free,Active,2024-09-25,2026-02-01,0.0,True,Monthly
100448,Basic,Active,2024-08-21,2026-02-26,9.99,True,Monthly
100449,Free,Active,2025-11-11,2026-01-30,0.0,True,Monthly
100450,Basic,Active,2025-01-04,2026-02-04,9.99,True,Monthly
100451,Free,Cancelled,2025-09-08,2025-09-23,0.0,False,Monthly
100452,Free,Expired,2025-05-21,2025-10-05,0.0,False,Monthly
100453,Basic,Active,2024-10-18,2025-12-21,9.99,True,Monthly
100454,Basic,Active,2024-10-27,2026-01-23,9.99,True,Monthly
100455,Basic,Active,2024-10-14,2026-01-06,9.99,True,Monthly
100456,Free,Active,2024-03-01,2026-01-08,0.0,True,Monthly
100457,Free,Active,2025-05-12,2025-12-23,0.0,True,Monthly
100458,Basic,Active,2024-02-28,2026-02-08,9.99,True,Monthly
100459,Free,Active,2024-10-20,2026-02-09,0.0,True,Monthly
100460,Basic,Expired,2025-07-30,2025-08-22,9.99,False,Monthly
100461,Premium,Active,2024-04-07,2026-02-25,19.99,True,Monthly
100462,Basic,Active,2024-10-28,2026-01-12,9.99,True,Monthly
100463,Basic,Active,2025-08-05,2026-01-20,9.99,True,Monthly
100464,Basic,Active,2024-02-19,2026-01-25,9.99,True,Monthly
100465,Basic,Active,2024-12-02,2026-02-18,9.99,True,Monthly
100466,Premium,Active,2025-09-28,2026-01-16,19.99,True,Monthly
100467,Basic,Active,2024-09-04,2025-12-31,9.99,True,Monthly
100468,Free,Active,2024-06-13,2026-02-08,0.0,True,Monthly
100469,Free,Active,2025-01-09,2025-12-30,0.0,True,Monthly
100470,Premium,Active,2024-01-19,2026-02-10,19.99,True,Monthly
100471,Basic,Expired,2024-11-08,2025-07-14,9.99,False,Monthly
100472,Basic,Expired,2025-11-01,2025-09-30,9.99,False,Monthly
100473,Basic,Active,2024-02-26,2026-02-10,9.99,True,Monthly
100474,Basic,Active,2024-01-08,2026-01-23,9.99,True,Monthly
100475,Basic,Active,2025-06-12,2026-01-11,9.99,True,Monthly
100476,Free,Active,2025-08-08,2026-01-03,0.0,True,Monthly
100477,Free,Active,2024-01-31,2026-02-17,0.0,True,Monthly
100478,Free,Active,2025-10-17,2026-01-02,0.0,True,Monthly
100479,Free,Active,2024-02-04,2026-02-20,0.0,True,Monthly
100480,Free,Expired,2024-07-11,2025-11-16,0.0,False,Monthly
100481,Basic,Active,2025-11-02,2026-01-03,9.99,True,Monthly
100482,Premium,Active,2024-08-31,2026-02-20,19.99,True,Monthly
100483,Basic,Active,2025-11-07,2026-01-06,9.99,True,Monthly
100484,Free,Expired,2024-12-08,2025-09-05,0.0,False,Monthly
100485,Free,Cancelled,2025-05-04,2025-08-24,0.0,False,Monthly
100486,Free,Expired,2025-10-11,2025-08-03,0.0,False,Monthly
100487,Basic,Active,2025-10-08,2026-01-02,9.99,True,Monthly
100488,Free,Active,2024-06-02,2026-02-04,0.0,True,Monthly
100489,Basic,Active,2024-08-21,2026-02-18,9.99,True,Monthly
100490,Free,Active,2024-10-25,2025-12-28,0.0,True,Monthly
100491,Basic,Active,2024-09-08,2026-02-10,9.99,True,Monthly
100492,Basic,Active,2024-02-09,2026-01-12,9.99,True,Monthly
100493,Basic,Active,2025-11-19,2026-01-28,9.99,True,Monthly
100494,Premium,Active,2025-08-05,2026-01-18,19.99,True,Monthly
100495,Basic,Active,2024-05-29,2026-02-11,9.99,True,Monthly
100496,Free,Active,2024-01-28,2026-01-19,0.0,True,Monthly
100497,Basic,Active,2025-08-12,2026-01-17,9.99,True,Monthly
100498,Premium,Active,2025-05-02,2026-02-09,19.99,True,Monthly
100499,Basic,Active,2025-10-30,2026-01-23,9.99,True,Monthly
100500,Premium,Active,2024-03-30,2026-01-26,19.99,True,Monthly
